Assistente;indice;link;data;titulo;primeiro paragrafo;tematica;tribo;regiao;estado;municipio
Julia Aroni Silva ;372;https://operacaocovid19.defesa.gov.br/noticias/noticia/1111;06/05/2020;DESCONTAMINAÇÃO DA ESTAÇÃO DO METRÔ IPIRANGA EM RECIFE;No dia 5 de maio, militares do 10º Esquadrão de Cavalaria Mecanizado (10º Esqd C Mec) realizaram a descontaminação da estação do metrô Ipiranga, em Recife. A atividade está inserida nas missões do Comando Conjunto Nordeste para prevenção e combate ao novo coronavírus. O objetivo da desinfecção foi garantir à população e aos funcionários mais segurança e proteção diante da pandemia da COVID-19.;Higienização;;Nordeste;PE;Recife
Julia Aroni Silva ;373;https://operacaocovid19.defesa.gov.br/noticias/noticia/1112;06/05/2020;Marinha do Brasil realiza descontaminação no Hospital Santo Antônio, em Salvador-BA;No dia 4 de maio, a Equipe de Resposta Nuclear, Biológica, Química e Radiológica (NBQR) do Comando do 2º Distrito Naval deu continuidade à descontaminação biológica nas instalações do Hospital Santo Antônio, que integra a Instituição Obras Sociais Irmã Dulce (OSID). Em aproximadamente três horas, um efetivo de 21 militares descontaminou as enfermarias “São Camilo” e “Santa Isabel”, além de uma ala do Hospital da Criança.;Higienização;;Nordeste;BA;Salvador
Julia Aroni Silva ;374;https://operacaocovid19.defesa.gov.br/noticias/noticia/1113;06/05/2020;DESINFECÇÃO EM HOSPITAL FEDERAL NO RIO DE JANEIRO.;No dia 5 de maio, o 1º Batalhão de Defesa Química, Biológica, Radiológica e Nuclear (1º Btl DQBRN) foi empregado pelo Comando Conjunto Leste na desinfecção de instalações de hospital federal, em apoio ao Ministério da Saúde (MS) na prevenção e combate ao novo coronavírus.;Higienização;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;375;https://operacaocovid19.defesa.gov.br/noticias/noticia/1114;06/05/2020;12º BATALHÃO DE SUPRIMENTO REALIZOU A ENTREGA DE 110.000 COMPRIMIDOS DE CLOROQUINA, FABRICADOS NO LQFEX, NA CENTRAL DE MEDICAMENTOS DO AMAZONAS (CEMA), PARA O ENFRENTAMENTO DA COVID-19 NO ESTADO DO AMAZONAS;dia 4 de maio, o 12º Batalhão de Suprimento realizou a distribuição de comprimidos de cloroquina fabricada no Laboratório Químico Farmacêutico do Exército (LQFEx), localizado no Rio de Janeiro, para o combate e prevenção da Pandemia (COVID-19).;Apoio Logístico;;Norte;AM;Manaus
Julia Aroni Silva ;376;https://operacaocovid19.defesa.gov.br/noticias/noticia/1115;06/05/2020;20° REGIMENTO DE CAVALARIA BLINDADO ENTREGA KITS DE ALIMENTAÇÃO PARA PARTICIPANTES DO PROGRAMA FORÇAS NO ESPORTE;entre os dias 1º e 6 de maio, o Núcleo do Programa Forças no Esporte (PROFESP) do 20° Regimento de Cavalaria Blindado realizou a entrega de kits de alimentação a alunos participantes do Programa, que tiveram suas atividades interrompidas em virtude da pandemia da COVID-19.;Alimentação;;Centro-Oeste;MS;Campo Grande
Julia Aroni Silva ;377;https://operacaocovid19.defesa.gov.br/noticias/noticia/1116;07/05/2020;Grupamento de Apoio de Barbacena (MG) produz protetores faciais;O Grupamento de Apoio de Barbacena (GAP-BQ), com o intuito de combater a disseminação do novo Coronavírus, idealizou durante o mês de abril, a produção de protetores faciais. O objetivo é atender aos profissionais de saúde do Comando da Aeronáutica (COMAER), que estão na linha de frente no combate à pandemia da COVID-19.;Apoio de Saúde;;Centro-Oeste;MG;Barbacena
Julia Aroni Silva ;378;https://operacaocovid19.defesa.gov.br/noticias/noticia/1117;07/05/2020;NO COMBATE À COVID-19, MILITARES DO BATALHÃO REALIZAM DESCONTAMINAÇÃO EM INSTALAÇÕES DE ÓRGÃOS PÚBLICOS;Continuando as ações determinadas nas diretrizes do Comando Conjunto Oeste visando o controle da pandemia da COVID-19, sobre a realização de ações sociais e de apoio aos órgãos governamentais, militares do 44° Batalhão de Infantaria Motorizado (44° BIMtz), Unidade integrante da Força Terrestre Componente - FTC Jauru, realizou, no dia 6 de maio, a descontaminação, com solução a base de cloro, das instalações da Delegacia Regional da Polícia Civil do Estado de Mato Grosso em Vázea Grande (MT), município adjacente a Cuiabá.;Higienização;;Centro-Oeste;MT;Vázea Grande
Julia Aroni Silva ;379;https://operacaocovid19.defesa.gov.br/noticias/noticia/1118;07/05/2020;Estação Rádio da Marinha em Brasília e CIAB realizam distribuição de kits de alimentação, em Santa Maria-DF;O Comando do 7º Distrito Naval, por meio do Centro de Instrução e Adestramento de Brasília Almirante Domingos de Mattos Cortez (CIAB) e da Estação Rádio da Marinha em Brasília (ERMB), realizou, no dia 5 de maio, a distribuição de kits de alimentação que seriam empregados no reforço alimentar dos jovens do Programa Forças no Esporte (Profesp).;Alimentação;;Centro-Oeste;DF;Santa Maria
Julia Aroni Silva ;380;https://operacaocovid19.defesa.gov.br/noticias/noticia/1119;07/05/2020;Ministério da Defesa realiza treinamento para profissionais de saúde em Canoas (RS);A Força Aérea Brasileira (FAB) iniciou, nessa terça-feira (05/05), no Hospital de Aeronáutica de Canoas (HACO), no Rio Grande do Sul, o treinamento de profissionais de saúde para o enfrentamento da pandemia do novo Coronavírus. A Unidade foi designada pelo Ministério da Defesa (MD) para ser o Centro de Treinamento da região Sul do país.;Apoio de Saúde;;Sul;RS;Canoas
Julia Aroni Silva ;381;https://operacaocovid19.defesa.gov.br/noticias/noticia/1120;07/05/2020;BANDA PROMOVE LIVE CULTURAL, ATIVIDADE INTEGRA AÇÕES DO COMBATE À COVID-19;No dia 5 de maio, a Banda de Música do 44º Batalhão de Infantaria Motorizado (44º BI Mtz) realizou uma Live Cultural, atividade que integra as ações do Comando Conjunto Oeste no combate à Covid-19.;Apoio de Saúde;;Centro-Oeste;MT;Cuiabá
Julia Aroni Silva ;382;https://operacaocovid19.defesa.gov.br/noticias/noticia/1121;07/05/2020;Marinha do Brasil e Soamar-Piauí realizam doações de cestas básicas;A Capitania dos Portos do Piauí (CPPI) e a Sociedade Amigos da Marinha (Soamar-PI) realizaram, no dia 5 de maio, a entrega de meia tonelada de alimentos e material de limpeza à “Casa dos Filhos de Deus”, em Parnaíba-PI, e à Associação de Pais e Amigos dos Excepcionais (APAE), da cidade de Canto do Buriti-PI. O material arrecadado foi fruto de doações de moradores locais, de militares e de membros da Soamar para ajudar as famílias assistidas pelas organizações, que sofreram com os impactos causados pelo novo coronavírus (Covid-19).;Alimentação;;Nordeste;PI;Buriti
Julia Aroni Silva ;383;https://operacaocovid19.defesa.gov.br/noticias/noticia/1122;07/05/2020;Odontologia da Aeronáutica está engajada no combate ao Coronavírus;Oficiais Dentistas da Divisão Odontológica do Hospital de Força Aérea do Galeão (DOD/HFAG), localizado no Rio de Janeiro (RJ), passaram a integrar a linha de frente da equipe que realiza os atendimentos aos pacientes internados com suspeita, ou infectados, pelo novo Coronavírus. Com isso, os profissionais receberam treinamento para atuação nesse cenário.;Apoio de Saúde;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;384;https://operacaocovid19.defesa.gov.br/noticias/noticia/1123;07/05/2020;DESCONTAMINAÇÃO DAS ÁREAS COMUNS DA BRIGADA, EM CRISTALINA;A Companhia de Comando da 3ª Brigada de Infantaria Motorizada (Cia C/3ª Bda Inf Mtz) realizou, no dia 2 de maio, a descontaminação das áreas comuns do Corpo da Guarda e da Formação Sanitária. No dia 3 de maio, prosseguindo na atividade, foi a vez das demais áreas comuns da subunidade e Quartel-General da Brigada. tudo no contexto da prevenção e combate ao novo coronavírus, na Operação COVID-19.;Higienização;;Centro-Oeste;GO;Cristalina
Julia Aroni Silva ;385;https://operacaocovid19.defesa.gov.br/noticias/noticia/1124;07/05/2020;Capitania dos Potos do Amapá participa de doação de sangue no Instituto de Hematologia e Hemoterapia do Amapá;Militares da Capitania dos Portos do Amapá (CPAP) doaram, em 29 de abril, sangue para o Instituto de Hematologia e Hemoterapia do Amapá (HEMOAP) com objetivo de elevar o nível de banco de sangue da organização, que sofreu impacto em virtude do isolamento social provocado pelo novo coronavírus (Covid-19).;Apoio de Saúde;;Norte;AP;Amapá
Julia Aroni Silva ;386;https://operacaocovid19.defesa.gov.br/noticias/noticia/1125;07/05/2020;DIA MUNDIAL DE HIGIENIZAÇÃO DAS MÃOS;Em 2009, a Organização Mundial da Saúde (OMS) lançou uma campanha que definiu o dia 5 de maio como Dia Mundial de Higienização das Mãos. Higienizar as mãos é uma das práticas que fazem parte dos protocolos de segurança do paciente, fundamental na prevenção de infecções e, em tempos de pandemia, a data ganha ainda mais atenção. O objetivo da campanha é reforçar a importância de lavar as mãos, principalmente como medida de prevenção às infecções entre profissionais de saúde e pacientes e no enfrentamento da COVID-19, essa é uma das principais recomendações.;Higienização;;Centro-Oeste;DF;Brasília
Julia Aroni Silva ;387;https://operacaocovid19.defesa.gov.br/noticias/noticia/1126;07/05/2020;Marinha realiza descontaminação preventiva de hospitais, em Belém–PA;Nos dias 1º e 4 de maio, A Equipe de Resposta Nuclear, Biológica, Química e Radiológica do 2° Batalhão de Operações Ribeirinhas realizou, como parte integrante do Comando Conjunto Norte, a descontaminação preventiva do Hospital de Aeronáutica de Belém e do Hospital Pronto Socorro Municipal Dr. Humberto Maradei Pereira, na capital paraense.;Higienização;;Nordeste;BA;Belém
Julia Aroni Silva ;388;https://operacaocovid19.defesa.gov.br/noticias/noticia/1127;07/05/2020;MILITARES HIGIENIZAM INSTALAÇÕES DO TERMINAL RODOVIÁRIO DE SÃO LUÍS (MA);Dentro do contexto do combate à pandemia do novo coronavírus (COVID-19), o 24º Batalhão de Infantaria de Selva realizou, em parceria com a Sociedade Nacional de Apoio Rodoviário e Turismo Ltda (SINART), a higienização de instalações do Terminal Rodoviário da capital maranhense, na tarde do dia 5 de maio. A atividade teve por objetivo proporcionar um ambiente mais seguro para a população e visitantes que vierem a São Luís, a partir da retomada das atividades do terminal rodoviário e normalização do fluxo nas estradas;Higienização;;Nordeste;MA;São Luís
Julia Aroni Silva ;389;https://operacaocovid19.defesa.gov.br/noticias/noticia/1128;07/05/2020;EM MACEIÓ, APOIO LOGÍSTICO NO TRANSPORTE E ARMAZENAMENTO DE CESTAS BÁSICAS;No dia 6 de maio, o 59º Batalhão de Infantaria Motorizado (59º BI Mtz), em reforço à Secretaria Municipal de Assistência Social da cidade, deu início ao transporte de 40 mil cestas básicas, que serão distribuídas a famílias em situação de extrema pobreza.;Apoio Logístico;;Nordeste;AL;Maceió
Julia Aroni Silva ;390;https://operacaocovid19.defesa.gov.br/noticias/noticia/1129;07/05/2020;OPERAÇÃO COVID-19 CONSCIENTIZA A POPULAÇÃO DO VALE DO ARAGUAIA;O 58° Batalhão de Infantaria Motorizado (58º BI Mtz) realizou, nos dias 1° e 3 de maio, ações de conscientização da população do Vale do Araguaia, visando ao combate da disseminação do coronavírus na região. A atividade, que está enquadrada na Operação COVID-19, foi realizada em conjunto com a Defesa Civil e a Vigilância Sanitária de Barra do Garças (MT).;Apoio Logístico;;Centro-Oeste;GO;Aragarças
Julia Aroni Silva ;391;https://operacaocovid19.defesa.gov.br/noticias/noticia/1130;07/05/2020;Marinha realiza descontaminação preventiva de hospitais, em Belém–PA;Nos dias 1º e 4 de maio, A Equipe de Resposta Nuclear, Biológica, Química e Radiológica do 2° Batalhão de Operações Ribeirinhas realizou, como parte integrante do Comando Conjunto Norte, a descontaminação preventiva do Hospital de Aeronáutica de Belém e do Hospital Pronto Socorro Municipal Dr. Humberto Maradei Pereira, na capital paraense;Higienização;;Norte;PA;Belém
Julia Aroni Silva ;392;https://operacaocovid19.defesa.gov.br/noticias/noticia/1131;07/05/2020;MILITARES DO COMANDO CONJUNTO NORDESTE SEGUEM COM ENTREGA DE ALIMENTOS PARA POPULAÇÃO NORDESTINA;Militares do Comando Conjunto Nordeste continuam entregando kits de cestas básicas para a população nordestina em vários estados. As ações visam amenizar os transtornos causados pela pandemia do novo coronavírus.;Higienização;;Nordeste;SE;Coqueiros
Julia Aroni Silva ;393;https://operacaocovid19.defesa.gov.br/noticias/noticia/1132;07/05/2020;Forças Armadas no combate diuturno ao novo Coronavírus sem deixar de cuidar da higidez da tropa;Cuidar das nossas instalações é garantir a permanência no combate! ” É com esse entusiasmo que as Forças Armada vêm atuando e apoiando a sociedade no enfrentamento à COVID-19. O Hospital Militar de Área de Recife (PE) implantou o projeto “Cuidando do Cuidador”, voltado para melhorar a resistência dos militares de saúde, atuando com ênfase na medicina tradicional chinesa, na aromaterapia, no reiki e nos florais do sistema Saint Germain.;Apoio de Saúde;;Sul;PA;Curitiba
;;;;;;;;Nordeste;MA;São Luís
Julia Aroni Silva ;394;https://operacaocovid19.defesa.gov.br/noticias/noticia/1133;07/05/2020;Comando Conjunto RN-PB doa kits de alimentação para famílias do Profesp em São Gonçalo do Amarante-RN;O Comando Conjunto Rio Grande do Norte e Paraíba realizou, nos dias 30 de abril e 5 de maio, a entrega de 250 kits de alimentação para famílias beneficiadas do Programa Força no Esporte (Profesp), em São Gonçalo do Amarante, município localizado na região metropolitana de Natal-RN.;Alimentação;;Norte;RN;São Gonçalo do Amarante
Julia Aroni Silva ;395;https://operacaocovid19.defesa.gov.br/noticias/noticia/1134;08/05/2020;MILITARES HIGIENIZAM PRAÇAS, PARQUES E PONTOS DE ÔNIBUS EM MARABÁ (PA);De 2 a 7 de maio, o 52° Batalhão de Infantaria de Selva (52° BIS) continuou nas atividades de higienização e limpeza nas áreas comuns dos bairros: Velha Marabá, Nova Marabá, Bom Planalto, Novo Horizonte e São Félix. Durante toda a semana diversas praças, parques e pontos de ônibus foram higienizados, buscando garantir a segurança da população Marabaense no combate à COVID-19. O 52º BIS seguirá nas próximas semanas atuando em outras áreas da cidade com a finalidade de diminuir a propagação do novo coronavírus.;Higienização;;Norte;PA;Marabá
Julia Aroni Silva ;396;https://operacaocovid19.defesa.gov.br/noticias/noticia/1135;08/05/2020;MILITARES DO REGIMENTO FLORIANO HIGIENIZAM LOCAIS PÚBLICOS EM MARABÁ (PA);No dia 7 de maio, o 1° GAC Sl, no âmbito das ações coordenadas pela 23ª Bda Inf Sl, na operação COVID-19, deu continuidade às atividades de higienização de pontos de ônibus na Cidade Jardim e na BR 222, próximos ao Hospital Regional, no bairro Nova Marabá. Com o objetivo de desinfectar locais públicos de aglomeração de pessoas no combate e na prevenção ao novo coronavirus.;Higienização;;Norte;PA;Marabá
Julia Aroni Silva ;397;https://operacaocovid19.defesa.gov.br/noticias/noticia/1136;08/05/2020;BATALHÃO REALIZA HIGIENIZAÇÃO E APOIO A TRIAGEM DE SAÚDE EM AEROPORTO MUNICIPAL DE ITAITUBA;Seguindo nas ações da Operação COVID-19, o 53° Batalhão de Infantaria de Selva (53° BIS) realizou na manhã de quinta-feira, 7 de maio, mais uma ação de higienização e triagem. A ação foi realizada no Aeroporto Municipal de Itaituba, onde a higienização abrangeu também o posto de combustível e os hangares que recebem voos particulares. Na ocasião, a Formação Sanitária do Batalhão realizou uma triagem sanitária para a averiguação da saúde dos passageiros que chegavam por meio aéreo no local. #LutaremosSemTemo;Higienização;;Norte;PA;Itaituba
Julia Aroni Silva ;398;https://operacaocovid19.defesa.gov.br/noticias/noticia/1137;08/05/2020;Comando do 8º Distrito Naval realiza ação de desinfecção no município de Barueri-SP;Em consonância as medidas adotadas na Operação “Covid-19”, o Comando do 8º Distrito Naval (Com8ºDN) coordenou, nas madrugadas dos dias 6 e 7 de maio, a desinfecção preventiva em quatro unidades hospitalares no município de Barueri-SP. Entre elas o Pronto-Socorro Infantil e Adulto, o Pronto-Socorro do Engenho Novo e o Pronto-Socorro Municipal José Agostinho dos Santos, localizados no Centro, no bairro Engenho Novo e Parque Imperial, respectivamente.;Higienização;;Sudeste;SP;Barueri
Julia Aroni Silva ;399;https://operacaocovid19.defesa.gov.br/noticias/noticia/1138;08/05/2020;MISSÃO DE DESINFECÇÃO DURANTE A NOITE EM DIADEMA (SP);Na noite do dia 7 de maio, o 8º Batalhão de Polícia do Exército (8°BPE), no contexto da Operação COVID-19, realizou, durante a noite, a desinfecção nas Unidades Básicas de Saúde(UBS) do Centro, de Canhema e de Vila Nova Conquista. Foram desinfectadas as áreas internas e externa dos prédios, como calçadas, gradios, estacionamentos, espaço comum das recepções, corredores internos entre outras áreas e superfícies, tudo no município de Diadema -SP.;Higienização;;Sudeste;SP;Diadema
Julia Aroni Silva ;400;https://operacaocovid19.defesa.gov.br/noticias/noticia/1139;08/05/2020;DESINFECÇÃO DO SERVIÇO DE ABASTECIMENTO DE ÁGUA EM JUAZEIRO (BA);Comando Conjunto Nordeste segue com as ações de prevenção e enfrentamento à Covid-19. Na manhã do dia 07 de maio, militares do 72º Batalhão de Infantaria Motorizado, “A Casa do Combatente de Caatinga”, realizaram a desinfecção do Serviço de Abastecimento de Água e Esgoto (SAAE), sediado em Juazeiro.;Higienização;;Nordeste;BA;Juazeiro
Julia Aroni Silva ;401;https://operacaocovid19.defesa.gov.br/noticias/noticia/1140;08/05/2020;EM AMAMBAI (MS), MILITARES DESCONTAMINAM UNIDADES BÁSICAS DE SAÚDE DA FAMÍLIA.;Nos dias 05 e 07 de maio, o 17º Regimento de Cavalaria Mecanizado (17º RC Mec), realizou trabalhos de desinfecção e descontaminação das Unidades Básicas de Saúde da Vila Mangay e São Luiz, ambas do Município de Amambai (MS). A missão foi desenvolvida pela Equipe de Descontaminação do “Regimento Solon Ribeiro”.;Higienização;;Centro-Oeste;MS;Amambai
Julia Aroni Silva ;403;https://operacaocovid19.defesa.gov.br/noticias/noticia/1142;08/05/2020;Forças Armadas reforçam campanhas de doação de sangue;Em tempos de pandemia do novo Coronavírus, militares das Forças Armadas dão exemplo de solidariedade e continuam voluntariamente doando sangue em todo o País. No Comando Conjunto Leste, militares do 5º Grupamento de Engenharia doaram sangue no Instituto Estadual de Hematologia Arthur de Siqueira Cavalcanti (Hemorio - RJ).;Apoio de Saúde;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;404;https://operacaocovid19.defesa.gov.br/noticias/noticia/1143;11/05/2020;DESINFECÇÃO DO AEROPORTO INTERNACIONAL DE JOÃO PESSOA;o dia 9 de maio, militares do 15º Batalhão de Infantaria Motorizado (15º BI Mtz), reforçando tropas integrantes do Comando Conjunto Rio Grande do Norte e Paraíba, executaram a tarefa de desinfecção do Aeroporto Internacional de João Pessoa-PB, como parte da Operação COVID-19.;Higienização;;Nordeste;PB;João Pessoa
Julia Aroni Silva ;406;https://operacaocovid19.defesa.gov.br/noticias/noticia/1145;11/05/2020;Solidariedade une brasileiros e venezuelanos no combate à Covid-19;Em Boa Vista, no estado de Roraima, venezuelanos e brasileiros se unem, cada vez mais, por um futuro melhor. Homens e mulheres de ambos os países estão trabalhando voluntariamente na confecção de materiais de proteção, como máscaras, jalecos, toucas de cabelo e botas descartáveis, para serem usados no combate ao novo coronavírus.;Apoio de Saúde;;Norte;RR;Boa Vista
Julia Aroni Silva ;407;https://operacaocovid19.defesa.gov.br/noticias/noticia/1146;11/05/2020;BATALHÃO REALIZA CONSCIENTIZAÇÃO POR MEIO DE PANFLETAGEM E ENTREGA CESTAS BÁSICAS;Na sequência das atividades da Operação COVID-19, no sábado, 9 de maio, o 53° Batalhão de Infantaria de Selva (53° BIS) realizou a entrega de panfletos à população local. A ação ocorreu no centro comercial da cidade, onde ocorre maior fluxo de pessoas, para conscientizar e alertar sobre os riscos de contaminação e sintomas da doença.;Comunicação;;Norte;PA;Itaituba
Julia Aroni Silva ;408;https://operacaocovid19.defesa.gov.br/noticias/noticia/1147;11/05/2020;Alunos do Programa Forças no Esporte recebem kits de alimentação da Marinha, em Belém-PA;A Marinha do Brasil, por meio do Centro de Instrução Almirante Braz de Aguiar e do 2º Batalhão de Operações Ribeirinhas, realizou, nos dias 28 de abril e 6 de maio, a distribuição de cestas básicas para familiares dos alunos que participam do Programa Forças no Esporte (Profesp), em Belém-PA. A distribuição, que faz parte das ações de enfrentamento à Covid-19, ocorreu nas Escolas Municipais Walter Leite Caminha, República de Portugal, Palmira Lins de Carvalho, José Alves Cunha, Parque Bolonha, Santana no Aurá, Gabriel Lage da Silva e Escola Estadual João Carlos Batista.;Alimentação;;Norte;PA;Belém
Julia Aroni Silva ;409;https://operacaocovid19.defesa.gov.br/noticias/noticia/1148;11/05/2020;Operação COVID-19 completa 50 dias de enfrentamento ao novo coronavírus;No fim deste sábado (09), aeronave C-105 da Força Aérea Brasileira (FAB) decolou da capital amazonense em direção ao município de São Gabriel da Cachoeira, no mesmo Estado, transportando 20 cilindros de oxigênio para apoiar o tratamento dos pacientes com a Covid-19. Neste domingo (10), serão enviados mais 80 cilindros de oxigênio e 100 kg de medicamentos para o município, que fica a mais de 800 km de Manaus.;Apoio Logístico;;Norte;AM;Manaus
Julia Aroni Silva ;410;https://operacaocovid19.defesa.gov.br/noticias/noticia/1149;11/05/2020;DESINFECÇÃO EM UNIDADE PRISIONAL NO RIO DE JANEIRO.;No dia 9 de maio, o 1º Batalhão de Defesa Química, Biológica, Radiológica e Nuclear (1º Btl DQBRN) foi empregado pelo Comando Conjunto Leste na desinfecção de Unidade Prisional do Estado do Rio de Janeiro, em apoio à prevenção e combate ao novo Coronavírus.;Higienização;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;411;https://operacaocovid19.defesa.gov.br/noticias/noticia/1150;09/05/2020;Capitania dos Portos da Amazônia Oriental atua no combate ao novo coronavírus, em Belém-PA;Militares da Capitania dos Portos da Amazônia Oriental (CPAOR) realizaram, no dia 5 de maio, em Belém-PA, orientações práticas sobre as medidas preventivas de segurança e combate ao novo coronavírus por meio de ações de conscientização e entrega de panfletos. A atividade teve como propósito levar informações de utilidade pública para prevenir e evitar o avanço da pandemia na Região Metropolitana da capital paraense e nas comunidades ribeirinhas.;Apoio de Saúde;;Norte;PA;Belém
Julia Aroni Silva ;412;https://operacaocovid19.defesa.gov.br/noticias/noticia/1151;10/05/2020;Forças Armadas fornecem apoio psicológico durante pandemia de COVID-19;urante a pandemia causada pelo novo Coronavírus em todo mundo, a preocupação de exposição à doença e o distanciamento social podem gerar períodos de estresse além do usual na população. Por isso, as equipes especializadas em psicologia das Forças Armadas se prepararam para enfrentar possíveis problemas psicológicos causados pelo panorama atual. Diversas ações visam cuidar e auxiliar pessoas que passam por eventos potencialmente traumáticos, entre militares, civis e, principalmente, aqueles que atuam efetivamente contra a COVID-19.;Apoio de Saúde;;Sudeste;DF;Brasília
Julia Aroni Silva ;413;https://operacaocovid19.defesa.gov.br/noticias/noticia/1152;11/05/2020;CAMPANHA INTERNA DE DOAÇÃO DE ALIMENTOS;"No dia 8 de maio de 2020, o 6º Batalhão de Comunicações (6º B Com), realizou a entrega de cestas básicas para soldados do efetivo variável que tem as famílias em situação de vulnerabilidade social devido à pandemia do coronavirus (COVID-19). A campanha de doação de alimentos, que arrecadou 780 Kg de produtos não perecíveis, foi coordenada pelo Adjunto de Comando do ""Batalhão Presidente Geisel"", e a arrecadação feita de forma voluntária com o público interno.";Alimentação;;Sul;RS;Bento Gonçalves
Julia Aroni Silva ;414;https://operacaocovid19.defesa.gov.br/noticias/noticia/1153;10/05/2020;Aeronave da Força Aérea transporta cilindros de oxigênio para região de fronteira do Amazonas;O Ministério da Defesa continua coordenando as atividades da Operação COVID-19, ativada desde 20 de março para o planejamento do emprego das Forças Armadas no combate à pandemia causada pelo novo Coronavírus. No sábado (09), uma aeronave C-105 da Força Aérea Brasileira (FAB) decolou de Manaus (AM) com destino ao município de São Gabriel da Cachoeira (AM), a mais de 800 km da capital amazonense, transportando 20 cilindros de oxigênio para apoiar o tratamento dos pacientes da localidade. Neste domingo (10), mais 50 cilindros chegaram ao município, situado no extremo norte do País, próximo à fronteira do Brasil com a Colômbia e a Venezuela. O esforço também teve a participação da 2ª Brigada de Infantaria de Selva do Exército Brasileiro.;Apoio Logístico;;Norte;AM;Manaus
Julia Aroni Silva ;415;https://operacaocovid19.defesa.gov.br/noticias/noticia/1154;11/05/2020;DESINFECÇÃO DO 5º BPM EM COXIM/MS;Diante da pandemia da COVID-19, o 47º Batalhão de Infantaria (47º BI), “Batalhão Sertanista Domingos Gomes Beliago”, está tomando medidas preventivas para evitar a propagação da doença. Em cumprimento ao Plano de Contingência, feito pelo comandante, seguindo as diretrizes do Comando Conjunto Oeste. No dia 6 de maio, militares do 47º BI executaram a desinfecção das instalações e das viaturas do 5º Batalhão de Polícia Militar local, com o objetivo de mitigar os impactos na população brasileira causados pelo novo coronavírus.;Higienização;;Centro-Oeste;MS;Coxim
Julia Aroni Silva ;416;https://operacaocovid19.defesa.gov.br/noticias/noticia/1155;11/05/2020;Saiba como é o trabalho dos militares na descontaminação de áreas públicas;Uma das atividades realizadas pelos militares que atuam na Operação COVID-19 é a descontaminação de áreas públicas. Militares da Marinha do Brasil (MB), do Exército Brasileiro (EB) e da Força Aérea Brasileira (FAB) executam periodicamente ações desse tipo em diversos locais do país. O Comando Conjunto Planalto, por exemplo, atuou na Rodoviária do Plano Piloto de Brasília (DF), no Hospital Regional da Asa Norte (HRAN) e no Aeroporto Internacional Juscelino Kubitschek. Esse trabalho ocorre em apoio aos órgãos de saúde na prevenção ao novo coronavírus. Mas como se dá o trabalho de descontaminação?;Higienização;;Centro-Oeste;DF;Brasília
Julia Aroni Silva ;417;https://operacaocovid19.defesa.gov.br/noticias/noticia/1156;09/05/2020;NAsH “Tenente Maximiano” viaja com cestas básicas e profissionais de saúde para atender ribeirinhos;O Navio de Assistência Hospitalar (NAsH) “Tenente Maximiano”, subordinado ao Comando da Flotilha de Mato Grosso, suspendeu no dia 6 de maio para a região do Baixo Pantanal, em apoio à Prefeitura Municipal de Corumbá, para ação em prol de famílias ribeirinhas.;Alimentação;;Norte;MS;
Julia Aroni Silva ;418;https://operacaocovid19.defesa.gov.br/noticias/noticia/1157;10/05/2020;FAB transporta cilindros de oxigênio para São Gabriel da Cachoeira (AM);Uma aeronave C-105 Amazonas, da Força Aérea Brasileira (FAB), realizou, neste sábado (09/05), Transporte Aéreo Logístico em apoio à Operação COVID-19. O avião, pertencente ao Primeiro Esquadrão do Nono Grupo de Aviação (1º/9º GAV) – Esquadrão Arara, transportou 22 cilindros de oxigênio, de Manaus (AM) para São Gabriel da Cachoeira (AM). A missão foi coordenada pelo Comando de Operações Aeroespaciais (COMAE) junto ao Centro de Operações Conjuntas (COC) do Ministério da Defesa, em apoio ao Ministério da Saúde.;Apoio Logístico;;Norte;AM;São Gabriel da Cachoeira
Julia Aroni Silva ;419;https://operacaocovid19.defesa.gov.br/noticias/noticia/1158;11/05/2020;Combate à COVID-19 tem resultados significativos;Em ações distintas, o setor de Defesa vem desempenhando papel importante no combate à COVID-19. Coordenadas pelo Ministério da Defesa (MD), por meio da Secretaria de Produtos de Defesa (SEPROD), as missões, que tiveram início no final de março, já apresentam resultados robustos. Em uma delas, o cadastramento de fornecedores e produtos para o combate à doença, conta com 662 itens, ofertados por 331 companhias. A lista está disponível para as secretarias municipais e estaduais de saúde, Ministério da Saúde e Forças Armadas.;Apoio de Saúde;;Nordeste;BA;Salvador
Julia Aroni Silva ;420;https://operacaocovid19.defesa.gov.br/noticias/noticia/1159;11/05/2020;Forças Armadas auxiliam na Campanha de Vacinação para desafogar sistema de saúde;As Forças Armadas estão apoiando a última etapa da campanha de vacinação contra a gripe influenza (H1N1). O Comando Conjunto Leste, por meio da Marinha do Brasil (MB), iniciou nesta segunda-feira (11) o apoio no posto do Detran da Barra da Tijuca, no Rio de Janeiro (RJ). Militares do 3° Batalhão de Infantaria de Fuzileiros Navais, técnicos em enfermagem, realizam a vacinação no público geral em um sistema de drive-thru.;Vacinação;;Sudeste;RJ;Rio de Janeiro
