Status,Data,Código do Item,CNPJ,Razão Social,Descrição do Item,Unidade de Fornecimento,Quantidade,Valor Unitário,Valor Total do Item
Encerrado,17 de set. de 2020,7883400600159202000003,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,SACO PLÁSTICO LIXO,PACOTE,1,19.9,19.9
Encerrado,15 de set. de 2020,7823200600111202000010,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,2660,2660
Encerrado,15 de set. de 2020,7823200600110202000009,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,2660,2660
Encerrado,15 de set. de 2020,7823200600111202000008,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,867,867
Encerrado,15 de set. de 2020,7823200600110202000007,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,867,867
Encerrado,15 de set. de 2020,7823200600109202000008,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,867,867
Encerrado,15 de set. de 2020,7823200600111202000005,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,800,800
Encerrado,15 de set. de 2020,7823200600109202000005,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,800,800
Encerrado,15 de set. de 2020,7823200600111202000006,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,700,700
Encerrado,15 de set. de 2020,7823200600110202000005,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,700,700
Encerrado,15 de set. de 2020,7823200600109202000006,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,700,700
Encerrado,15 de set. de 2020,7823200600111202000007,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,610,610
Encerrado,15 de set. de 2020,7823200600110202000006,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,610,610
Encerrado,15 de set. de 2020,7823200600109202000007,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,610,610
Encerrado,15 de set. de 2020,7823200600110202000010,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,540,540
Encerrado,15 de set. de 2020,7823200600109202000010,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,540,540
Encerrado,15 de set. de 2020,7823200600111202000004,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,290,290
Encerrado,15 de set. de 2020,7823200600110202000004,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,290,290
Encerrado,15 de set. de 2020,7823200600109202000004,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,290,290
Encerrado,15 de set. de 2020,7823200600109202000003,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,4,60,240
Encerrado,15 de set. de 2020,7823200600111202000003,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,4,60,240
Encerrado,15 de set. de 2020,7823200600110202000003,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,4,60,240
Encerrado,15 de set. de 2020,7823200600109202000001,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,4,45,180
Encerrado,15 de set. de 2020,7823200600111202000001,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,4,45,180
Encerrado,15 de set. de 2020,7823200600110202000001,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,4,45,180
Encerrado,15 de set. de 2020,7823200600109202000002,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,130,130
Encerrado,15 de set. de 2020,7823200600111202000002,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,130,130
Encerrado,15 de set. de 2020,7823200600110202000002,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,130,130
Encerrado,15 de set. de 2020,7823200600109202000009,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,80,80
Encerrado,15 de set. de 2020,7823200600111202000009,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,80,80
Encerrado,15 de set. de 2020,7823200600110202000008,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,80,80
Encerrado,14 de set. de 2020,7955000600188202000001,4262320000170,DOWNTOWN BARRA INFORMATICA & INTERNET LTDA,NOTEBOOK,UNIDADE,1,6006.86,6006.86
Encerrado,14 de set. de 2020,7955000600186202000001,32301987000170,SANCHES PONTE COMERCIO E SERVICOS DE PRODUTOS DE LIMPEZA LTDA,LIXEIRA,UNIDADE,8,211,1688
Encerrado,14 de set. de 2020,7955000600183202000001,28594918000125,BIOCENTRIX MATERIAIS PARA LABORATORIOS EIRELI,BALDE,UNIDADE,8,65,520
Encerrado,14 de set. de 2020,7955000600185202000001,28594918000125,BIOCENTRIX MATERIAIS PARA LABORATORIOS EIRELI,BOMBONA,UNIDADE,15,30,450
Encerrado,14 de set. de 2020,7955000600182202000001,28594918000125,BIOCENTRIX MATERIAIS PARA LABORATORIOS EIRELI,BALDE,UNIDADE,8,45,360
Encerrado,14 de set. de 2020,7955000600189202000002,32301987000170,SANCHES PONTE COMERCIO E SERVICOS DE PRODUTOS DE LIMPEZA LTDA,SACO PLÁSTICO LIXO,FARDO,2,7.5,15
Encerrado,14 de set. de 2020,7955000600189202000001,32301987000170,SANCHES PONTE COMERCIO E SERVICOS DE PRODUTOS DE LIMPEZA LTDA,SACO PLÁSTICO LIXO,FARDO,2,7.5,15
Encerrado,14 de set. de 2020,7955000600189202000003,32301987000170,SANCHES PONTE COMERCIO E SERVICOS DE PRODUTOS DE LIMPEZA LTDA,SACO PLÁSTICO LIXO,FARDO,2,6.51,13.02
Encerrado,11 de set. de 2020,7838000601992202000002,8158664000195,INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA CAMPINENSE LTDA,ÁLCOOL ETÍLICO,LITRO,903,4.62,4171.86
Encerrado,11 de set. de 2020,7823200600109202000011,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,2660,2660
Encerrado,11 de set. de 2020,7838000601996202000001,41001793000140,GJ COMERCIO E SERVICOS LTDA,MACACÃO,UNIDADE,31,75,2325
Encerrado,11 de set. de 2020,7838000601992202000001,8158664000195,INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA CAMPINENSE LTDA,SOLUÇÃO LIMPADORA,LITRO,67,16.88,1130.96
Encerrado,11 de set. de 2020,7838000601995202000002,4229531000101,LUAZUL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA EIRELI,ÁLCOOL ETÍLICO,GALÃO,20,43,860
Encerrado,11 de set. de 2020,7823200600111202000011,35022478000105,NAUTIKA SPORTS LTDA,MANUTENÇÃO E REPARO - EMBARCAÇÃO,UNIDADE,1,540,540
Encerrado,11 de set. de 2020,7838000601995202000001,4229531000101,LUAZUL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA EIRELI,SOLUÇÃO LIMPADORA,LITRO,5,30,150
Encerrado,10 de set. de 2020,7915000600188202000001,82992249000195,TECELAGEM MARTINS LTDA,PANO LIMPEZA,QUILOGRAMA,900,25.7,23130
Encerrado,10 de set. de 2020,7915000600181202000002,16938521000124,M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA,"DESODORANTE , AROMATIZANTE DE AMBIENTE",FRASCO,600,33.8,20280
Encerrado,10 de set. de 2020,7915000600186202000001,16938521000124,M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA,"DESODORANTE , AROMATIZANTE DE AMBIENTE",UNIDADE,600,15.95,9570
Encerrado,10 de set. de 2020,7915000600175202000001,29302348000387,GURGELMIX MAQUINAS E FERRAMENTAS S.A.,GERADOR,UNIDADE,1,9263.88,9263.88
Encerrado,10 de set. de 2020,7915000600167202000001,17586530000166,F & F REFRIGERACAO LTDA,AR CONDICIONADO-APARELHO,UNIDADE,5,1649,8245
Encerrado,10 de set. de 2020,7915000600187202000001,16938521000124,M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA,"DESODORANTE , AROMATIZANTE DE AMBIENTE",FRASCO,200,33.8,6760
Encerrado,10 de set. de 2020,7915000600189202000001,16938521000124,M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA,"DESODORANTE , AROMATIZANTE DE AMBIENTE",UNIDADE,307,15.95,4896.65
Encerrado,10 de set. de 2020,7915000600190202000001,16938521000124,M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA,"DESODORANTE , AROMATIZANTE DE AMBIENTE",UNIDADE,235,15.95,3748.25
Encerrado,10 de set. de 2020,7915000600181202000001,16938521000124,M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA,PROTETOR ASSENTO SANITÁRIO,PACOTE,400,7.98,3192
Encerrado,10 de set. de 2020,7915000600176202000001,11984323000183,CF CARE MATERIAL HOSPITALAR EIRELI,MACA DE RESGATE,UNIDADE,4,647.01,2588.04
Encerrado,10 de set. de 2020,7915000600175202000002,29302348000387,GURGELMIX MAQUINAS E FERRAMENTAS S.A.,PAINEL DE INDICADOR ELETRICO,UNIDADE,1,1895.54,1895.54
Encerrado,10 de set. de 2020,7915000600166202000004,32561144000103,BISTURI DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,TERMÔMETRO CLÍNICO,UNIDADE,5,299,1495
Encerrado,10 de set. de 2020,7915000600166202000002,32561144000103,BISTURI DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,MEDIDOR DE PRESSÃO ABSOLUTA,UNIDADE,5,89.9,449.5
Encerrado,10 de set. de 2020,7915000600166202000001,32561144000103,BISTURI DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,PRANCHA PARA ABDOMINAL,UNIDADE,3,149,447
Encerrado,10 de set. de 2020,7915000600176202000002,11984323000183,CF CARE MATERIAL HOSPITALAR EIRELI,ÓCULOS PROTEÇÃO,CAIXA,60,6.9,414
Encerrado,10 de set. de 2020,7915000600168202000001,11984323000183,CF CARE MATERIAL HOSPITALAR EIRELI,VESTUÁRIO PARA COMBATE,UNIDADE,5,58,290
Encerrado,9 de set. de 2020,7858100603061202000001,11970204000171,VINIMAX - COMERCIO DE ARTEFATOS DE PLASTICOS LTDA,BARRACA ACAMPAMENTO,UNIDADE,1,16241.76,16241.76
Encerrado,4 de set. de 2020,7657030600021202000001,24549903000194,MARCUS CAVALHEIRO DA SILVA COSTA 07677695701,INSTALAÇÃO E MONTAGEM DE ISOLAMENTO TÉRMICO,UNIDADE,2,2000,4000
Encerrado,4 de set. de 2020,7657030600021202000002,24549903000194,MARCUS CAVALHEIRO DA SILVA COSTA 07677695701,INSTALAÇÃO E MONTAGEM DE ISOLAMENTO TÉRMICO,UNIDADE,1,2000,2000
Encerrado,2 de set. de 2020,7657030600020202000001,12332594000117,SERGIO DE LIMA ROCHA 94434557734,INSTALAÇÃO E MONTAGEM DE ISOLAMENTO TÉRMICO,UNIDADE,1,1430,1430
Encerrado,1 de set. de 2020,7657030600019202000001,4799667000157,REIMAR DE NITEROI TINTAS LTDA,TINTA ACRÍLICA,BALDE,5,392,1960
Encerrado,31 de ago. de 2020,7657060600170202000001,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALA",TESTADOR,UNIDADE,100,61.65,6165
Encerrado,27 de ago. de 2020,7657200600068202000001,2314108000184,ENZIPHARMA PRODUTOS MEDICOS E LABORATORIAIS LTDA,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,TESTE,900,180,162000
Encerrado,27 de ago. de 2020,7657200600067202000004,26761456000168,CHEMPEX PRODUTOS E EQUIPAMENTOS PARA LABORATORIOS LTDA,PONTEIRA LABORATÓRIO,UNIDADE,80000,0.29,23200
Encerrado,27 de ago. de 2020,7657200600067202000003,26761456000168,CHEMPEX PRODUTOS E EQUIPAMENTOS PARA LABORATORIOS LTDA,PONTEIRA LABORATÓRIO,UNIDADE,80000,0.27,22000
Encerrado,27 de ago. de 2020,7955000600147202000001,12488669000153,QUALYTECK RJ TECNOLOGIA EM INFORMATICA EIRELI,PLOTTER RECORTE,UNIDADE,1,20490,20490
Encerrado,27 de ago. de 2020,7657200600067202000002,26761456000168,CHEMPEX PRODUTOS E EQUIPAMENTOS PARA LABORATORIOS LTDA,PONTEIRA LABORATÓRIO,UNIDADE,80000,0.24,19200
Encerrado,27 de ago. de 2020,7657200600067202000001,26761456000168,CHEMPEX PRODUTOS E EQUIPAMENTOS PARA LABORATORIOS LTDA,PONTEIRA LABORATÓRIO,UNIDADE,80000,0.16,13200
Encerrado,27 de ago. de 2020,7910100600199202000001,11643983000109,LEUGIM COMERCIO E SERVICOS,VESTUÁRIO PROTEÇÃO,UNIDADE,204,49,9996
Encerrado,27 de ago. de 2020,7883400600142202000001,14191717000172,PORTO ELETRODIESEL LTDA,MANUTENÇÃO DE GRUPOS DIESEL GERADOR DE EMERGÊNCIA,UNIDADE,1,8607.9,8607.9
Encerrado,27 de ago. de 2020,7910100600199202000004,11643983000109,LEUGIM COMERCIO E SERVICOS,ÓCULOS DE PROTEÇÃO INDIVIDUAL,UNIDADE,1066,6,6396
Encerrado,27 de ago. de 2020,7910100600199202000002,11643983000109,LEUGIM COMERCIO E SERVICOS,MÁSCARA MULTIUSO,UNIDADE,1000,6,6000
Encerrado,27 de ago. de 2020,7883400600136202000001,14191717000172,PORTO ELETRODIESEL LTDA,MANUTENÇÃO DE GRUPOS DIESEL GERADOR DE EMERGÊNCIA,UNIDADE,1,5000,5000
Encerrado,27 de ago. de 2020,7910100600199202000005,11643983000109,LEUGIM COMERCIO E SERVICOS,PROTETOR FACIAL,UNIDADE,109,22,2398
Encerrado,27 de ago. de 2020,7915000600166202000003,32561144000103,BISTURI DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,PRANCHA PARA ABDOMINAL,UNIDADE,4,549,2196
Encerrado,27 de ago. de 2020,7910100600199202000003,11643983000109,LEUGIM COMERCIO E SERVICOS,LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO,CAIXA,29,55,1595
Encerrado,25 de ago. de 2020,7657030600016202000001,4753722000178,ELEGANCE SANTEL SERVICOS E DECORACOES LTDA,PINTURA INDUSTRIAL,UNIDADE,1,23000,23000
Encerrado,25 de ago. de 2020,7657030600015202000001,4753722000178,ELEGANCE SANTEL SERVICOS E DECORACOES LTDA,"INSTALAÇÃO DE FORRO , PEÇA DECORATIVA DE GESSO - TETO , PAREDE",UNIDADE,1,1700,1700
Encerrado,24 de ago. de 2020,7310000600035202000001,57283327000135,TARUMA AGROPECUARIA COMERCIAL EIRELI,ATOMIZADOR COSTAL,UNIDADE,10,3350,33500
Encerrado,24 de ago. de 2020,7310000600035202000002,57283327000135,TARUMA AGROPECUARIA COMERCIAL EIRELI,ATOMIZADOR COSTAL,UNIDADE,7,3289,23023
Encerrado,24 de ago. de 2020,7310000600034202000001,42844613000155,CONCORRE COMERCIO LTDA,ATOMIZADOR COSTAL,UNIDADE,2,7150,14300
Encerrado,20 de ago. de 2020,7657200600056202000001,11909227000251,PROMEGA BIOTECNOLOGIA DO BRASIL LTDA.,EQUIPAMENTO LABORATÓRIO,UNIDADE,1,50000,50000
Encerrado,20 de ago. de 2020,7853410600045202000001,3120207000198,RO & RO TINTAS LTDA,LAVADORA ALTA PRESSÃO,UNIDADE,1,1600,1600
Encerrado,19 de ago. de 2020,7657410600016202000001,61154480000130,ALCOOL FERREIRA S A,ÁLCOOL ETÍLICO,LITRO,8140,6.4,52096
Encerrado,19 de ago. de 2020,7891010600038202000001,20283712000253,GLOBALSAT DO BRASIL LTDA,TELEFONE COMUNICAÇÃO SATÉLITE,UNIDADE,3,9154.2,27462.6
Encerrado,19 de ago. de 2020,7888200600024202000001,11794158000369,DCRUZ COMERCIAL HOSPITALAR LTDA,AVENTAL,UNIDADE,500,30,15000
Encerrado,19 de ago. de 2020,7883400600135202000001,14191717000172,PORTO ELETRODIESEL LTDA,MANUTENÇÃO DE GRUPOS DIESEL GERADOR DE EMERGÊNCIA,UNIDADE,1,9117.9,9117.9
Encerrado,19 de ago. de 2020,7888200600026202000001,34597955000432,WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.,DETECTOR MEDIDOR OXIGÊNIO,UNIDADE,38,173,6574
Encerrado,19 de ago. de 2020,7888200600026202000003,34597955000432,WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.,DETECTOR MEDIDOR OXIGÊNIO,UNIDADE,34,160,5440
Encerrado,19 de ago. de 2020,7888200600026202000002,34597955000432,WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.,CILINDRO DUPLA AÇÃO,UNIDADE,15,192,2880
Encerrado,19 de ago. de 2020,7858100603073202000001,3247249000194,TATIANA FISS GARCEZ & CIA.LTDA.,MANGUEIRA COMBATE INCÊNDIO,UNIDADE,8,327,2616
Encerrado,19 de ago. de 2020,7883400600129202000001,7662244000189,EMRON MANUTENCAO PREDIAL E APOIO ADMINISTRATIVO EIRELI,VESTUÁRIO PROTEÇÃO,UNIDADE,40,58,2320
Encerrado,19 de ago. de 2020,7883400600129202000003,7662244000189,EMRON MANUTENCAO PREDIAL E APOIO ADMINISTRATIVO EIRELI,ÓCULOS DE PROTEÇÃO INDIVIDUAL,UNIDADE,40,55,2200
Encerrado,19 de ago. de 2020,7883400600134202000001,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES,CAIXA,10,120,1200
Encerrado,19 de ago. de 2020,7883400600132202000003,4478434000152,CARVALHO E SILVA LTDA,PULVERIZADOR,UNIDADE,1,1000,1000
Encerrado,19 de ago. de 2020,7883400600139202000001,4478434000152,CARVALHO E SILVA LTDA,PULVERIZADOR,UNIDADE,2,500,1000
Encerrado,19 de ago. de 2020,7883400600130202000001,10817505000105,ATEVALDO RODRIGUES DE SOUZA,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES,LITRO,52,18,936
Encerrado,19 de ago. de 2020,7883400600129202000004,7662244000189,EMRON MANUTENCAO PREDIAL E APOIO ADMINISTRATIVO EIRELI,PROTETOR FACIAL,UNIDADE,45,20,900
Encerrado,19 de ago. de 2020,7883400600133202000007,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,BOTA SEGURANÇA,UNIDADE,10,90,900
Encerrado,19 de ago. de 2020,7883400600132202000002,4478434000152,CARVALHO E SILVA LTDA,LAVADORA ALTA PRESSÃO,UNIDADE,1,800,800
Encerrado,19 de ago. de 2020,7883400600138202000001,4478434000152,CARVALHO E SILVA LTDA,LAVADORA ALTA PRESSÃO,UNIDADE,1,800,800
Encerrado,19 de ago. de 2020,7883400600132202000001,4478434000152,CARVALHO E SILVA LTDA,BEBEDOURO ÁGUA GARRAFÃO,UNIDADE,1,700,700
Encerrado,19 de ago. de 2020,7883400600137202000001,4478434000152,CARVALHO E SILVA LTDA,BEBEDOURO ÁGUA GARRAFÃO,UNIDADE,1,700,700
Encerrado,19 de ago. de 2020,7883400600131202000002,4478434000152,CARVALHO E SILVA LTDA,VESTUÁRIO PROTEÇÃO,UNIDADE,10,70,700
Encerrado,19 de ago. de 2020,7883400600133202000001,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,MÁSCARA DESCARTÁVEL USO GERAL,UNIDADE,10,66,660
Encerrado,19 de ago. de 2020,7883400600134202000003,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,SOLUÇÃO LIMPEZA MULTIUSO,UNIDADE,10,65.2,652
Encerrado,19 de ago. de 2020,7883400600129202000002,7662244000189,EMRON MANUTENCAO PREDIAL E APOIO ADMINISTRATIVO EIRELI,BOTA SEGURANÇA,UNIDADE,20,29.99,599.8
Encerrado,19 de ago. de 2020,7883400600130202000010,10817505000105,ATEVALDO RODRIGUES DE SOUZA,SULFATO DE ALUMÍNIO,QUILOGRAMA,2,250,500
Encerrado,19 de ago. de 2020,7883400600131202000001,4478434000152,CARVALHO E SILVA LTDA,PROTETOR FACIAL,UNIDADE,10,50,500
Encerrado,19 de ago. de 2020,7883400600131202000004,4478434000152,CARVALHO E SILVA LTDA,MÁSCARA DESCARTÁVEL USO GERAL,UNIDADE,100,5,500
Encerrado,19 de ago. de 2020,7883400600134202000002,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,SABÃO PÓ,CAIXA,5,96,480
Encerrado,19 de ago. de 2020,7883400600126202000009,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,LIXEIRA,UNIDADE,2,240,480
Encerrado,19 de ago. de 2020,7883400600126202000008,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,DESINFETANTE,LITRO,5,93.1,465.5
Encerrado,19 de ago. de 2020,7883400600131202000003,4478434000152,CARVALHO E SILVA LTDA,BOTA SEGURANÇA,UNIDADE,11,40,440
Encerrado,19 de ago. de 2020,7883400600130202000009,10817505000105,ATEVALDO RODRIGUES DE SOUZA,SABÃO PÓ,CAIXA,90,4.5,405
Encerrado,19 de ago. de 2020,7883400600134202000004,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,ÁGUA SANITÁRIA,CAIXA,10,38,380
Encerrado,19 de ago. de 2020,7883400600133202000002,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,PROTETOR FACIAL,UNIDADE,10,35,350
Encerrado,19 de ago. de 2020,7883400600126202000011,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,SACO PLÁSTICO LIXO,PACOTE,10,34,340
Encerrado,19 de ago. de 2020,7883400600126202000004,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES,GALÃO,5,60,300
Encerrado,19 de ago. de 2020,7883400600134202000005,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,DETERGENTE,CAIXA,6,48,288
Encerrado,19 de ago. de 2020,7883400600126202000010,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,MÁSCARA DESCARTÁVEL USO GERAL,CAIXA,2,138,276
Encerrado,19 de ago. de 2020,7883400600133202000004,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,VESTUÁRIO PROTEÇÃO,UNIDADE,10,26,260
Encerrado,19 de ago. de 2020,7883400600131202000006,4478434000152,CARVALHO E SILVA LTDA,LUVA PROTEÇÃO,UNIDADE,20,12,240
Encerrado,19 de ago. de 2020,7883400600130202000006,10817505000105,ATEVALDO RODRIGUES DE SOUZA,AROMATIZANTE AMBIENTAL,UNIDADE,20,11.5,230
Encerrado,19 de ago. de 2020,7883400600130202000007,10817505000105,ATEVALDO RODRIGUES DE SOUZA,LIMPADOR IMPUREZAS,UNIDADE,50,4.5,225
Encerrado,19 de ago. de 2020,7883400600130202000002,10817505000105,ATEVALDO RODRIGUES DE SOUZA,DESINFETANTE,LITRO,80,2.5,200
Encerrado,19 de ago. de 2020,7883400600130202000004,10817505000105,ATEVALDO RODRIGUES DE SOUZA,ÁGUA SANITÁRIA,LITRO,70,2.5,175
Encerrado,19 de ago. de 2020,7883400600126202000001,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,TAPETE,UNIDADE,1,169.9,169.9
Encerrado,19 de ago. de 2020,7883400600130202000003,10817505000105,ATEVALDO RODRIGUES DE SOUZA,DETERGENTE,LITRO,80,2,160
Encerrado,19 de ago. de 2020,7883400600133202000005,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,LUVA SEGURANÇA,UNIDADE,10,15,150
Encerrado,19 de ago. de 2020,7883400600131202000005,4478434000152,CARVALHO E SILVA LTDA,LUVA SEGURANÇA,UNIDADE,20,6,120
Encerrado,19 de ago. de 2020,7883400600130202000005,10817505000105,ATEVALDO RODRIGUES DE SOUZA,VASSOURA,UNIDADE,9,12,108
Encerrado,19 de ago. de 2020,7883400600133202000003,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,ÓCULOS PROTEÇÃO,UNIDADE,10,10,100
Encerrado,19 de ago. de 2020,7883400600126202000002,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,ÁGUA SANITÁRIA,GARRAFA,10,9.5,95
Encerrado,19 de ago. de 2020,7883400600126202000005,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,DESENGRAXANTE,FRASCO,5,17.7,88.5
Encerrado,19 de ago. de 2020,7883400600133202000006,4355515000165,M. L. A. DORADO DE SOUZA MERCEARIA,PROTETOR AURICULAR,UNIDADE,10,8,80
Encerrado,19 de ago. de 2020,7883400600126202000003,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES,FRASCO,10,7.9,79
Encerrado,19 de ago. de 2020,7883400600130202000008,10817505000105,ATEVALDO RODRIGUES DE SOUZA,ESPONJA LIMPEZA,UNIDADE,61,1,61
Encerrado,19 de ago. de 2020,7883400600126202000007,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,DESINFETANTE,LITRO,5,4.35,21.75
Encerrado,19 de ago. de 2020,7883400600126202000006,3698900000142,SERVQUIMA PRODUTOS DE LIMPEZA E HIGIENE LTDA,DESINFETANTE,LITRO,5,3.1,15.5
Encerrado,18 de ago. de 2020,7883400600119202000001,21310102000183,PORTO RURAL PRODUTOS AGRICOLAS LTDA,ATOMIZADOR COSTAL,UNIDADE,3,1550,4650
Encerrado,18 de ago. de 2020,7891010600037202000001,74695693000110,MCE - MICROTECNICA SISTEMAS DE ENERGIA LTDA,CARREGADOR BATERIA,UNIDADE,1,3139.5,3139.5
Encerrado,18 de ago. de 2020,7883400600121202000001,21310102000183,PORTO RURAL PRODUTOS AGRICOLAS LTDA,CONTAINER,UNIDADE,4,580,2320
Encerrado,18 de ago. de 2020,7883400600119202000002,21310102000183,PORTO RURAL PRODUTOS AGRICOLAS LTDA,CONJUNTO MOTOR BOMBA,UNIDADE,2,1135,2270
