Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
35/2020,Dispensa de Licitação,67215041787202077,120628,BASE AÉREA DE BELÉM,Belém/PA,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO DE REVITALIZAÇÃO DE SISTEMA DE VÁCUO DA UNIDADE MATERNO INFANTIL – UMI, UNIDADE DE CENTRO CIRÚRGICO - UCC E UNIDADE DE TERAPIA INTENSIVA – UTI DO HOSPITAL DE AERONÁUTICA DE BELÉM - HABE, COM FORNECIMENTO DE MATERIAL NECESSÁRIO PARA PLENO FUNCIONAMENTO E ATENDIMENTO DA RDC 50 E ABNT/NBR 12.188 DE 2016, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO.",2,0,34690
164/2020,Dispensa de Licitação,67106002532202026,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,"AQUISIÇÃO DE DISPENSER PARA ÁLCOOL EM GEL EM FORMATO DE TOTEM COM ACIONAMENTO POR PEDAL  ",1,0,33999.9
33/2020,Dispensa de Licitação,67720002433202005,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR.,1,0,32740
101/2020,Dispensa de Licitação,67438008709202046,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE TESTES DE D-DÍMERO (COVID 19),1,0,30708
13/2020,Dispensa de Licitação,67289002809202010,120625,GRUPAMENTO DE APOIO DO DF,Brasília/DF,A AQUISIÇÃO DE VÍDEOLARINGOSCÓPIO TEM COM OBJETIVO O ATENDIMENTO AOS PACIENTES  DIAGNOSTICADOS COM O NOVO CORONAVÍRUS (SARS-COV-2) QUE SERÃO ASSISTIDOS PELO HOSPITAL DE  FORÇA AÉREA DE BRASÍLIA (HFAB).,1,0,29960
12/2020,Dispensa de Licitação,67542003147202057,120635,GRUPAMENTO DE APOIO DO GUARATINGUETÁ,Guaratinguetá/SP,"AQUISIÇÃO DE PEÇA/ACESSÓRIO DE PROCESSAMENTO DE IMAGEM RADIOLÓGICA, TIPO CASSETE CR MD4.0 GENERAL APLICAÇÃO, COMPATÍVEL COM O DIGITALIZADOR AGFA HEALTHCARE, FINS ENFRENTAMENTO À COVID-19.",2,0,29400
14/2020,Dispensa de Licitação,67437005184202005,120632,BASE AEREA DE RECIFE,Recife/PE,AQUISIÇÃO DE MATERIAL MÉDICO-HOSPITALAR PARA ATENDER AS NECESSIDADES DO HARF PARA ENFRENTAMENTO DA COVID-19.,1,0,28640
71/2020,Dispensa de Licitação,67106000948202018,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,"AQUISIÇÃO DE ÁLCOOL ETÍLICO A 70%, APRESENTAÇÃO EM GEL, PARA FINS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NOVO CORONAVÍRUS, CAUSADOR DA COVID-19.",1,0,28165.41
70/2020,Dispensa de Licitação,67106000948202018,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,"AQUISIÇÃO DE ÁLCOOL ETÍLICO A 70%, APRESENTAÇÃO EM GEL, PARA FINS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NOVO CORONAVÍRUS, CAUSADOR DA COVID-19.",1,0,28165.41
69/2020,Dispensa de Licitação,67438007808202019,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE PANO LIMPADOR DESCARTÁVEL HIGROSCÓPIO (COVID-19).,1,0,27600
136/2020,Dispensa de Licitação,67106002083202016,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,AQUISIÇÃO DE INSUMOS PARA TESTAGEM RT-PCR NAS ESCOLAS DE FORMAÇÃO NO ÂMBITO DO COMAER.,5,0,26380.78
9/2020,Dispensa de Licitação,67436003973202011,120630,BASE AÉREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE REAGENTES PARA GASÔMETRO COMPATÍVEL COM O EQUIPAMENTO STAT PROFILE PRIME DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NOVO CORONAVÍRUS (COVID-19), CONFORME CONDIÇÕES, QUANTIDADES, EXIGÊNCIAS E ESTIMATIVAS ESTABELECIDAS PELA ADMINISTRAÇÃO.",1,0,24930
33/2020,Dispensa de Licitação,67437006707202022,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AO ES-FZ.,15,0,24650.4
179/2020,Dispensa de Licitação,67106001449202030,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,"AQUISIÇÃO DE INSUMOS FARMACÊUTICOS, MATERIAIS DE EMBALAGEM E REAGENTES PARA O LABORATÓRIO QUÍMICO-FARMACÊUTICO DA AERONÁUTICA (LAQFA), PARA FINS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NOVO CORONAVÍRUS, CAUSADOR DA COVID-19.",8,0,24625
14/2020,Dispensa de Licitação,67268014127202006,120638,BASE AÉREA DE CAMPOGRANDE,Campo Grande/MS,"AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR, MEDICAMENTO E MATERIAL DE LIMPEZA PARA AÇÃO COVID-19.  ",11,0,23321
7/2020,Dispensa de Licitação,67298002005202010,120630,BASE AÉREA DE MANAUS,Manaus/AM,"ÁLCOOL ETÍLICO, TIPO HIDRATADO, TEOR ALCOÓLICO 70% (70”GL), APRESENTAÇÃO GEL.",1,0,23100
34/2020,Dispensa de Licitação,67438005564202021,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE VIDEOLARINGOSCÓPIO,1,0,20900
9008/2020,Dispensa de Licitação,67435.022919/2020,120644,GRUPAMENTO DE APOIO DE CURITIBA,Curitiba/PR,AQUISIÇÃO DE MATERIAIS HOSPITALARES PARA O ENFRENTAMENTO DA COVID19.,7,0,20409.4
92/2020,Dispensa de Licitação,67438008665202054,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE REAGENTES (FRASCOS DE HEMOCULTURA) - COVID 19,2,0,20032.5
40/2020,Dispensa de Licitação,67720002858202014,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,"AQUISIÇÃO DE EQUIPAMENTO DE LABORATÓRIO PARA A MANIPULAÇÃO E PRODUÇÃO DE SOLUÇÃO ANTISSÉPTICAS E HIGIENIZADORAS DE MÃO, BASEADAS EM ÁLCOOL, PARA AUXILIAR A COMUNIDADE ITEANA NO COMBATE A PANDEMIA CAUSADA PELO COVID—19.",1,0,19960
13/2020,Dispensa de Licitação,67284001602202078,120006,MAER-GAPBR-GRUPAMENTO DE APOIO DE BRASILIA/DF,Brasília/DF,"AQUISIÇÃO DE MÁSCARA REUTILIZÁVEL.  ",1,0,17500
108/2020,Dispensa de Licitação,67267005904202023,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE TOTENS PARA DESCONTAMINAÇÃO (COVID-19),1,0,17500
135/2020,Dispensa de Licitação,67106002067202023,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,"CONTRATAÇÃO DE SERVIÇO, ATRAVÉS DE DISPENSA DE LICITAÇÃO, DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM CARÁTER EMERGENCIAL DO SISTEMA DE AR COMPRIMIDO DO LABORATÓRIO QUÍMICO-FARMACÊUTICO DA AERONÁUTICA",1,0,17136
196/2020,Dispensa de Licitação,67438020218202073,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE REAGENTES (COVID-19),2,0,16026
19/2020,Dispensa de Licitação,67510.04614/20-33,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,AQUISIÇÃO DE CÂMERA PARA ATENDER AS NECESSIDADES DA ACADEMIA DA FORÇA AÉREA.,1,0,14962.5
32/2020,Dispensa de Licitação,67720002545202058,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MEDICAMENTOS E MATERIAL HOSPITALAR.,4,0,14112
140/2020,Dispensa de Licitação,67438015307202006,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE CLORETO DE SÓDIO (COVID-19),1,0,13440
24/2020,Dispensa de Licitação,67437004705202007,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,"AQUISIÇÃO DE MATERIAL TIPO HOSPITALAR, PARA ATENDIMENTO AO COMBATE DA PANDEMIA DO COVID 19.",8,0,13030
35/2020,Dispensa de Licitação,67720002618202010,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR.,13,0,12629.16
3/2020,Dispensa de Licitação,67299009764202095,120637,BASE AÉREA DE BOAVISTA,Boa Vista/RR,CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO COM FORNECIMENTO DE PEÇAS DAS 02 (DUAS) MÁQUINAS DE LAVAR LOUÇAS DA SEÇÃO DE SUBSISTÊNCIA DO GRUPAMENTO DE APOIO DE BOA VISTA (GAP-BV) PARA FINS DE ENFRENTAMENTO DA COVID-19.,12,1,12412.8
15/2020,Dispensa de Licitação,67289002956202090,120625,GRUPAMENTO DE APOIO DO DF,Brasília/DF,A AQUISIÇÃO DE MONITORES MULTIPARÂMETROS VISA O ATENDIMENTO AOS PACIENTES DIAGNOSTICADOS COM O NOVO CORONAVÍRUS (SARS-COV-2) QUE SERÃO ASSISTIDOS PELO HOSPITAL DE FORÇA AÉREA DE BRASÍLIA (HFAB).,1,0,12388
13/2020,Dispensa de Licitação,67438.06019/20-52,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,AQUISIÇÃO DE OXIGÊNIO GASOSO MEDICINAL PARA ATENDER AS NECESSIDADES DO ESQUADRÃO DE SAÚDE DE PIRASSUNUNGA.,1,0,11900
103/2020,Dispensa de Licitação,67267004447202050,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MÁSCARAS DE PANO PARA O GAP-SP E OMS APOIADAS (COVID-19),1,0,11670
28/2020,Dispensa de Licitação,67720002433202005,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR.,2,0,11217
114/2020,Dispensa de Licitação,67267006675202064,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE ÁLCOOL EM GEL PARA PREVENÇÃO DO NOVO CORONA VÍRUS PARA O GRUPAMENTO DE APOIO DE SÃO PAULO E DEMAIS UNIDADES APOIADAS,1,0,10395.5
59/2020,Dispensa de Licitação,67107006720202013,120645,GRUPAMENTO DE APOIO DO GALEÃO,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAIS DE HIGIENE PARA COMBATE AO COVID-19,3,0,10251.8
56/2020,Dispensa de Licitação,67438006432202017,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE TRAVESSEIROS, CAPAS PARA COLCHÕES E TRAVESSEIROS DE USO HOSPITALAR (COVID-19).",3,0,10145.8
22/2020,Dispensa de Licitação,67437005583202068,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,"LOCAÇÃO DE EQUIPAMENTOS HOSPITALARES PARA RESPIRADORES MECÂNICOS.  ",6,0,9950
42/2020,Dispensa de Licitação,67720002972202036,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,SERVIÇO DE ADEQUAÇÃO DA REDE DE GÁS MEDICINAL PARA O ES-SJ. COVID-19.,1,0,9455
43/2020,Dispensa de Licitação,67720002971202091,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,MANUTENÇÃO DE EQUIPAMENTOS MÉDICO HOSPITALARES PARA ATENDER PACIENTES COM CRISE RESPIRATÓRIA. COVID-19.,1,0,8988.2
20/2020,Dispensa de Licitação,67437005249202012,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE BOMBA DE INFUSÃO.,1,0,8850
6/2020,Dispensa de Licitação,67542002907202017,120635,GRUPAMENTO DE APOIO DO GUARATINGUETÁ,Guaratinguetá/SP,"PRESTAÇÃO DE SERVIÇO PARA A INSTALAÇÃO DE 12 (DOZE) CHICOTES DE OXIGÊNIO, DE 06 (SEIS) UNIDADES DE CHICOTES DE AR COMPRIMIDO, 01 (UM) PAINEL DE ALARME DE OXIGÊNIO, 01 (UM) PAINEL DE ALARME DE AR COMPRIMIDO E 01 (UM) PAINEL DE ALARME DE VÁCUO E INTERLIGAÇÃO DE DOIS PONTOS DA USINA DE OXIGÊNIO E AR COM-PRIMIDO DA REDE DE GASES DA UTI, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS NO PROJETO BÁSICO",1,0,8730
23/2020,Dispensa de Licitação,67205002811202071,120643,GRUPAMENTO DE SANTA MARIA,Santa Maria/RS,AQUISIÇÃO DE MATERIAIS  DE PROTEÇÃO INDIVIDUAL PARA USO DA COMISSÃO DE FISCALIZAÇÃO DOS CONCURSOS DE ADMISSÃO.,4,0,8619.5
47/2020,Dispensa de Licitação,67720002973202081,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,SERVIÇO DE ESTERILIZAÇÃO POR ÓXIDO DE ETILENO DE MATERIAIS TERMOSSENSÍVEIS. COMBATE AO COVID-19.,1,0,8523.8
71/2020,Dispensa de Licitação,67107008129202009,120645,GRUPAMENTO DE APOIO DO GALEÃO,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL PARA CONFECÇÃO DE MÁSCARAS.,4,0,7980
29/2020,Dispensa de Licitação,67720002435202096,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR.,2,0,7651
89/2020,Dispensa de Licitação,67267004686202018,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE TAPETE SANITIZANTE, CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA, VISANDO A DISPONIBILIZAÇÃO DE MATERIAL AO COMBATE DO COVID-19, COM ENTREGA NO PRAZO MÁXIMO DE 3 DIAS ÚTEIS.  ",1,0,7488
49/2020,Dispensa de Licitação,67267003537202023,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE INSUMOS PARA FABRICAÇÃO DE MÁSCARAS (COVID-19),1,0,7148.75
23/2020,Dispensa de Licitação,67437005584202011,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,AQUISIÇÃO DE INSUMOS COMPLEMENTARES PARA O PROCESSO DE ACOPLAGEM DE RESPIRADOR MECÂNICO,9,0,6930
107/2020,Dispensa de Licitação,67267004686202018,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE TAPETE SANITIZANTE (COVID-19),1,0,5658
96/2020,Dispensa de Licitação,67267004686202018,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE TAPETE CAPACHO SANITIZANTE PARA PREVENÇÃO DO NOVO CORONA  VÍRUS  PARA  O  GRUPAMENTO  DE  APOIO  DE  SÃO  PAULO  E  DEMAIS  UNIDADES  APOIADAS,1,0,5658
70/2020,Dispensa de Licitação,67107008128202056,120645,GRUPAMENTO DE APOIO DO GALEÃO,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL PARA CONFECÇÃO DE MÁSCARAS.,5,0,5584
36/2020,Dispensa de Licitação,67720002615202078,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL E MEDICAMENTO PARA USO HOSPITALAR COVID-19,7,0,4893.15
35/2020,Dispensa de Licitação,67267002521202001,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE ÁLCOOL GEL 70% PARA PREVENÇÃO DO NOVO CORONAVÍRUS (COVID-19)PARA O GRUPAMENTO DE APOIO DE SÃO PAULO E UNIDADES APOIADAS,6,0,4891.22
11/2020,Dispensa de Licitação,67438.05704/20-61,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA ATENDER AS NECESSIDADES DO ESQUADRÃO DE SAÚDE DE PIRASSUNUNGA.,3,0,4719.85
9/2020,Dispensa de Licitação,67438.05629/20-39,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA ATENDER AS NECESSIDADES DO ESQUADRÃO DE PIRASSUNUNGA.,2,0,4615.5
30/2020,Dispensa de Licitação,67720002434202041,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR.,1,0,4303.8
9002/2020,Dispensa de Licitação,67435022581202053,120644,GRUPAMENTO DE APOIO DE CURITIBA,Curitiba/PR,AQUISIÇÃO DE GASES HOSPITALARES (OXIGÊNIO) PARA O ESQUADRÃO DE SAÚDE DE CURITIBA PARA O ENFRENTAMENTO DO COVID-19.,1,0,4000
82/2020,Dispensa de Licitação,67438005428202031,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE SACO MORTUÁRIO (COVID-19).,1,0,3920
29/2020,Dispensa de Licitação,67438005428202031,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE SACO MORTUÁRIO,1,0,3920
19/2020,Dispensa de Licitação,67437005190202054,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,SERVIÇO MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS DO TIPO BOMBAS DE INFUSÃO.,2,0,3894.78
139/2020,Dispensa de Licitação,67267008719202091,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,"AQUISIÇÃO DE MÁSCARAS DE PANO PARA PREVENÇÃO DO NOVO CORONA VÍRUS PARA O SERVIÇO REGIONAL DE PROTEÇÃO AO VOO E DEMAIS DESTACAMENTOS APOIADOS,CONFORME CONDIÇÕES, QUANTIDADES, EXIGÊNCIAS E ESTIMATIVAS CONFORME APÊNDICE I,ESTABELECIDAS NESTE INSTRUMENTO.",1,0,3726
87/2020,Dispensa de Licitação,67438006829202017,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE REAGENTE PARA DIAGNÓSTICO CLÍNICO 4 PARA O HOSPITAL DE FORÇA AÉREA DE SÃO PAULO (COVID-19).,1,0,3700
51/2020,Dispensa de Licitação,67438006829202017,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE REAGENTE PARA DIAGNÓSTICO CLÍNICO 4 PARA O HOSPITAL DE FORÇA AÉREA DE SÃO PAULO (COVID-19),1,0,3700
116/2020,Dispensa de Licitação,67438011364202016,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE SERINGAS DE GASOMETRIA (COVID-19),1,0,3000
84/2020,Dispensa de Licitação,67438005914202050,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE ETIQUETA AUTO ADESIVA PARA O LABORATÓRIO DO HOSPITAL DE FORÇA AÉREA DE SÃO PAULO (COVID-19),1,0,2450
41/2020,Dispensa de Licitação,67438005914202050,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE ETIQUETA AUTO-ADESIVA PARA O LABORATÓRIO DO HOSPITAL DE FORÇA AÉREA DE SÃO PAULO.,1,0,2450
34/2020,Dispensa de Licitação,67720002435202096,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR.,1,0,2376
137/2020,Dispensa de Licitação,67106002083202016,120195,CENTRO DE AQUISIÇÕES ESPECIFICAS,Rio de Janeiro/RJ,AQUISIÇÃO INSUMOS TESTE CORONAVIRUS ESCOLA DE FORMAÇÃO,2,0,2100
49/2020,Dispensa de Licitação,67720002435202096,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR. COMBATE AO COVID-19.,1,0,1971
48/2020,Dispensa de Licitação,67720002857202061,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,MATERIAL DE CONSUMO DE LABORATÓRIO - COVID 19.,4,0,1860
74/2020,Dispensa de Licitação,67720002618202010,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL DE COMBATE AO COVID 19.,1,0,1800
41/2020,Dispensa de Licitação,67720002618202010,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR. COVID-19.,3,0,1432.0100000000002
18/2020,Dispensa de Licitação,67437005189202020,120014,BASE AEREA DE FORTALEZA/MAER - CE,Fortaleza/CE,SERVIÇO DE MANUTENÇÃO CORRETIVA DE VENTILADOR PULMONAR,1,0,1120
83/2020,Dispensa de Licitação,67438005513202008,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS (COVID-19),2,0,1076.5
30/2020,Dispensa de Licitação,67438005513202008,120633,GRUPAMENTO DE APOIO DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS,2,0,1076.5
20/2020,Dispensa de Licitação,67510.04614/20-33,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,"AQUISIÇÃO DE MATERIAL DE PROCESSAMENTO DE DADOS, CONECTOR E CAIXA DE CABO, PARA AS CÂMERAS DA ACADEMIA DA FORÇA AÉREA.",2,0,1007.2
9009/2020,Dispensa de Licitação,67619001173202018,120644,GRUPAMENTO DE APOIO DE CURITIBA,Curitiba/PR,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS (LUVA E SACOS) PARA A SEÇÃO DE SUBSISTÊNCIA DO GAP-CT - COVID-19.,1,0,900
10/2020,Dispensa de Licitação,67438.05628/20-94,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA ATENDER AS NECESSIDADES DO ESQUADRÃO DE SAÚDE DE PIRASSUNUNGA.,1,0,610.2
51/2020,Dispensa de Licitação,67720002857202061,120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,São José dos Campos/SP,MATERIAL DE CONSUMO DE LABORATÓRIO - COVID 19,1,0,412
25/2020,Dispensa de Licitação,67619001173202018,120644,GRUPAMENTO DE APOIO DE CURITIBA,Curitiba/PR,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS (SACOS PLÁSTICOS) PARA A SEÇÃO DE SUBSISTÊNCIA – COVID-19.,1,0,335.7
12/2020,Dispensa de Licitação,67438.05771/20-86,120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,Pirassununga/SP,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA ATENDER AS NECESSIDADES DO ESQUADRÃO DE SAÚDE DE PIRASSUNUNGA.,1,0,270
